predictor,median,mad
UD,16.767494461283718,0.3129219970889784
lyr_clay_mod,12.772874761942083,0.43603629203522326
pro_AI,37.614035523634556,0.5377684415657368
pro_MAT_mod,33.085787072005466,0.3459013520003831
