regr_rmse,regr_mse,regr_rsq
117.49957671282388,13806.150527692786,0.5156187892356936
93.11564579859005,8670.52349248848,0.6032452254370544
93.34471150080412,8713.235165168355,0.6792241096838549
109.93337714656555,12085.34741084902,0.5612274655349172
117.16669157155769,13728.033613824527,0.579823461293864
115.83700963978298,13418.212802287175,0.40069167838336694
109.11196959269144,11905.421908396422,0.5871656879859967
143.26490490383497,20524.83297710488,0.5048505088378752
144.68875154297987,20934.83482306616,0.43764986821732665
122.22546686933886,14939.064751427852,0.5222264806329557
