predictor,median,mad
UD,31.442836161812828,0.5481226228671506
lyr_clay_mod,18.763248224797145,0.7130392320454817
pro_AI,22.802984395467707,0.739096874788545
pro_MAT_mod,27.06307329262136,0.3838813361518693
