regr_rmse,regr_mse,regr_rsq
1.468021897380018,2.1550882911872287,0.5446339325722775
1.379863022373538,1.904021960513835,0.594788083148525
1.6455838952744943,2.707946356386778,0.5630901226519531
1.5952589662319354,2.5448511693433833,0.1386448919961757
1.4182176956384631,2.0113414322220726,0.179755773562852
1.4685169944118188,2.1565421628763217,0.5345212466661984
1.8687603547398168,3.492265263447286,0.5973495122656219
1.5411894574998255,2.3752649439086064,0.39241331273068425
1.0246868527615007,1.0499831462222693,0.759669447230773
2.063573869965518,4.258337116804466,-0.11790705026672454
