"MAT","Longitude","Latitude","MAP","PET","ClimateZone","dataset"
-8.37083339691162,71.8291666666667,68.2791666666667,335,403,"cold temperate","global"
23.3958339691162,-65.3625,4.09583333333336,2878,1470,"tropical","global"
-7.17500019073486,-53.0375,66.4708333333334,589,407,"tundra/polar","global"
14.125,50.0875,40.3291666666667,231,1287,"arid","global"
6.55833339691162,-71.4958333333333,-48.0541666666666,189,1361,"arid","global"
-5.32916688919067,72.5875,64.8125,491,526,"cold temperate","global"
13.3874998092651,-72.6541666666667,-37.4041666666666,1230,1230,"warm temperate","global"
-11.6166667938232,-87.9041666666667,64.7375,279,402,"tundra/polar","global"
17.7916660308838,-6.02916666666667,36.7541666666667,581,1685,"warm temperate","global"
18.2000007629395,-104.095833333333,27.4125,353,2059,"arid","global"
9.875,50.1875,32.4125,298,1764,"cold temperate","global"
-0.158333256840706,83.0375,57.5541666666667,485,764,"cold temperate","global"
-20.3041667938232,-84.0041666666667,81.0375,146,277,"tundra/polar","global"
6.80833339691162,106.470833333333,36.3708333333334,423,1153,"cold temperate","global"
16.8708324432373,52.7541666666667,29.8291666666667,187,2317,"arid","global"
14.2541666030884,-117.895833333333,37.3458333333334,108,2376,"arid","global"
-14.4291667938232,-111.6375,71.1375,118,360,"tundra/polar","global"
12.6583337783813,37.2958333333333,-0.320833333333312,1756,1164,"warm temperate","global"
-0.0833333507180214,48.0708333333333,63.3958333333334,567,615,"cold temperate","global"
-25.8374996185303,-47.8291666666667,79.1125,256,58,"tundra/polar","global"
27.0750007629395,95.6291666666667,16.2791666666667,2444,1666,"tropical","global"
25.029167175293,92.4541666666667,21.7375,3574,1645,"tropical","global"
11.2708330154419,45.2291666666667,38.0375,282,1488,"arid","global"
21.8708324432373,-87.7375,14.4458333333334,1347,1813,"tropical","global"
-13.7916669845581,-80.0041666666667,70.6791666666667,204,268,"tundra/polar","global"
0.829166650772095,85.6208333333333,54.1541666666667,534,815,"cold temperate","global"
10.5958337783813,25.1625,44.6791666666667,566,1093,"cold temperate","global"
-6.94999980926514,102.195833333333,61.3041666666667,393,612,"cold temperate","global"
20.7124996185303,32.4458333333333,-10.3958333333333,1077,1919,"warm temperate","global"
26.0041675567627,-79.5875,9.30416666666669,2303,1687,"tropical","global"
12.1999998092651,-94.6375,39.5041666666667,948,1419,"cold temperate","global"
19.216667175293,17.9375,-27.5625,117,2638,"arid","global"
-9.05416679382324,17.0625,78.0041666666667,407,162,"tundra/polar","global"
18.158332824707,11.5958333333333,31.6541666666667,143,2354,"arid","global"
23.783332824707,29.8708333333333,3.38750000000003,1527,1755,"tropical","global"
-10.7541666030884,152.554166666667,60.7208333333334,419,447,"tundra/polar","global"
21.2416667938232,26.9541666666667,-19.3875,511,2281,"arid","global"
25.1333332061768,47.3708333333333,14.3708333333334,85,3046,"arid","global"
9.89166641235352,62.3375,44.7125,106,1713,"arid","global"
-14.720832824707,-108.729166666667,71.0041666666667,111,338,"tundra/polar","global"
10.5541667938232,-112.845833333333,38.7958333333334,238,1962,"arid","global"
-9.87916660308838,86.4208333333333,69.1041666666667,500,426,"cold temperate","global"
-12.4458332061768,124.345833333333,68.5375,303,536,"cold temperate","global"
-14.6083335876465,97.3458333333333,75.9291666666667,235,228,"tundra/polar","global"
26.6999988555908,113.220833333333,2.71250000000003,3553,1435,"tropical","global"
26.845832824707,-92.3041666666667,18.1791666666667,1885,1880,"tropical","global"
-13.8708333969116,99.8625,70.0208333333334,322,357,"cold temperate","global"
4.30833339691162,30.9458333333333,60.1458333333334,634,727,"cold temperate","global"
25.0166664123535,-68.4958333333333,-7.82083333333331,2229,1182,"tropical","global"
-1.02083337306976,-83.2625,51.6791666666667,668,693,"cold temperate","global"
-17.3208332061768,-65.8125,80.4791666666667,139,199,"tundra/polar","global"
26.033332824707,62.5875,25.3291666666667,108,2297,"arid","global"
9.71666622161865,33.2708333333333,46.7458333333334,417,1097,"arid","global"
-14.4749994277954,-80.1291666666667,71.9041666666667,214,262,"tundra/polar","global"
22.3291664123535,3.20416666666665,29.9041666666667,27,3337,"arid","global"
-7.88750028610229,-176.6625,66.2458333333334,511,402,"tundra/polar","global"
-12.3291664123535,156.904166666667,62.3625,311,485,"cold temperate","global"
9.32083320617676,39.8958333333333,47.5458333333334,563,1111,"cold temperate","global"
-25.3875007629395,-33.2291666666667,75.2791666666667,809,190,"tundra/polar","global"
-12.3374996185303,126.6125,67.6541666666667,364,468,"cold temperate","global"
13.8041667938232,116.404166666667,36.3125,633,1475,"cold temperate","global"
20.158332824707,14.3625,-12.4291666666666,1192,1732,"warm temperate","global"
27.1000003814697,25.0875,12.0458333333334,391,2690,"arid","global"
26.2083339691162,16.1458333333333,7.67916666666669,1240,2108,"tropical","global"
26.3041667938232,-5.76249999999999,25.9791666666667,13,3902,"arid","global"
-5.30000019073486,97.3875,52.0375,353,665,"cold temperate","global"
3.54999995231628,-69.9541666666667,-35.4375,596,1367,"tundra/polar","global"
26.6416664123535,-101.1125,18.7958333333334,809,1926,"arid","global"
24.9208335876465,95.8458333333333,23.6375,1450,1597,"tropical","global"
14.4250001907349,118.929166666667,26.9208333333334,1854,1151,"warm temperate","global"
13.5208330154419,49.2791666666667,40.9041666666667,311,1336,"arid","global"
2.9375,123.745833333333,48.1208333333334,455,1152,"cold temperate","global"
12.0375003814697,-66.8625,-40.9041666666666,226,1951,"arid","global"
-8.05833339691162,66.3625,67.6625,548,339,"tundra/polar","global"
16.5874996185303,58.0375,39.0041666666667,143,2077,"arid","global"
7.62083339691162,-72.4208333333333,-48.8875,500,1186,"warm temperate","global"
21.2583332061768,-87.7625,15.2791666666667,1442,1689,"tropical","global"
25.908332824707,43.2625,19.0791666666667,173,2894,"arid","global"
-8.47916603088379,125.895833333333,59.5541666666667,439,636,"cold temperate","global"
-0.441666603088379,-59.9125,51.2041666666667,1211,607,"cold temperate","global"
-6.40416669845581,-134.9625,65.2291666666667,338,600,"cold temperate","global"
23.5208339691162,106.1875,20.9625,1600,1315,"warm temperate","global"
6.02083349227905,-111.6125,49.0291666666667,357,1350,"arid","global"
-15.0249996185303,105.245833333333,76.8708333333334,229,234,"tundra/polar","global"
-1.08333325386047,86.1958333333333,58.1208333333334,509,737,"cold temperate","global"
22.6458339691162,31.7291666666667,-22.0708333333333,543,1870,"arid","global"
-19.0125007629395,-93.3208333333333,79.0708333333334,120,249,"tundra/polar","global"
-6.27083349227905,161.795833333333,58.9791666666667,691,444,"tundra/polar","global"
20.3333339691162,118.195833333333,-29.3041666666666,242,2594,"arid","global"
-7.78333330154419,71.7208333333333,67.5791666666667,362,425,"cold temperate","global"
-11.4458332061768,-99.1041666666667,63.2291666666667,279,413,"cold temperate","global"
5.84166669845581,61.6541666666667,48.4125,167,1475,"arid","global"
9.27916717529297,-99.8041666666667,41.1125,564,1486,"cold temperate","global"
28.2875003814697,-72.6375,11.4291666666667,813,2147,"arid","global"
1.67916655540466,38.9958333333333,62.1375,606,630,"cold temperate","global"
-12.1791667938232,-102.1125,65.9541666666667,187,414,"cold temperate","global"
25.0499992370605,-44.8125,-6.79583333333331,1261,1594,"tropical","global"
10.4583330154419,21.1875,46.5291666666667,557,1062,"cold temperate","global"
25.5041675567627,47.7625,24.5541666666667,101,3260,"arid","global"
-1.99583339691162,-60.9791666666667,53.9541666666667,926,605,"cold temperate","global"
5.0625,45.5541666666667,52.3291666666667,492,1008,"cold temperate","global"
5.12916660308838,37.7791666666667,55.9041666666667,664,792,"cold temperate","global"
-10.1000003814697,151.829166666667,64.4958333333334,274,603,"cold temperate","global"
-14.3083333969116,137.2375,68.7458333333334,246,492,"tundra/polar","global"
9.41250038146973,64.7541666666667,45.0625,125,1745,"arid","global"
22.1375007629395,24.5875,-23.9791666666666,350,2639,"arid","global"
11.9583330154419,-69.7875,-27.0708333333333,16,2149,"arid","global"
-7.52500009536743,110.0625,55.0041666666667,463,527,"cold temperate","global"
-18.1124992370605,-68.2458333333333,76.9291666666667,172,185,"tundra/polar","global"
6.63333320617676,-95.8625,44.0125,670,1136,"cold temperate","global"
19.9208335876465,40.4291666666667,35.0708333333334,145,2388,"arid","global"
27.779167175293,124.220833333333,-19.0458333333333,462,3034,"arid","global"
1.39166665077209,-72.5625,48.5958333333334,857,750,"cold temperate","global"
21.3125,-64.3291666666667,-22.1125,1055,1678,"warm temperate","global"
-6.09999990463257,125.5875,55.2458333333334,559,702,"cold temperate","global"
-1.97083342075348,102.645833333333,54.8791666666667,401,705,"cold temperate","global"
4.125,-104.604166666667,49.4041666666667,414,1131,"cold temperate","global"
11.1291666030884,88.0375,39.5625,32,1830,"arid","global"
17.75,150.8875,-32.4458333333333,661,1725,"warm temperate","global"
22.9541664123535,83.5125,23.2125,1416,1847,"warm temperate","global"
0.241666689515114,99.6708333333333,36.1541666666667,322,1175,"cold temperate","global"
-18.3500003814697,-114.929166666667,76.3958333333334,92,196,"tundra/polar","global"
27.8291664123535,20.6708333333333,17.0875,46,3634,"arid","global"
27.3958339691162,104.1625,10.5875,3155,1688,"tropical","global"
23.7749996185303,13.9958333333333,2.0291666666667,1614,1228,"tropical","global"
2.04999995231628,-106.304166666667,52.4541666666667,390,939,"cold temperate","global"
23.5416660308838,49.1875,-18.5708333333333,2741,1527,"tropical","global"
1.49166667461395,32.1458333333333,62.6875,632,627,"cold temperate","global"
3.76250004768372,-92.4875,46.8625,759,907,"cold temperate","global"
7.5625,103.720833333333,36.4958333333334,289,1316,"arid","global"
-0.73333328962326,-73.9291666666667,50.1375,1025,688,"cold temperate","global"
2.22083330154419,71.7208333333333,53.5291666666667,319,1005,"arid","global"
-0.275000065565109,104.820833333333,49.9375,401,930,"cold temperate","global"
24.8291664123535,20.5541666666667,4.9791666666667,1606,1672,"tropical","global"
-11.6958332061768,-74.1041666666667,68.5875,216,345,"tundra/polar","global"
14.8999996185303,48.2208333333333,39.9208333333334,310,1321,"arid","global"
-11.1333332061768,-70.3958333333333,67.5125,274,348,"tundra/polar","global"
22.1833324432373,-65.5291666666667,3.57083333333337,3070,1404,"tropical","global"
0.212499976158142,87.8875,55.1541666666667,561,775,"cold temperate","global"
-14.3958339691162,119.704166666667,69.6875,245,472,"cold temperate","global"
16.904167175293,65.2791666666667,36.9625,223,2024,"arid","global"
0.0749999955296516,89.6708333333333,53.0041666666667,647,812,"cold temperate","global"
19.8958339691162,148.370833333333,-25.0875,664,2062,"arid","global"
-15.779167175293,-108.595833333333,72.1208333333334,97,272,"tundra/polar","global"
-7.41249990463257,179.4125,65.0791666666667,456,372,"cold temperate","global"
7.84999990463257,-79.1791666666667,41.9958333333334,1151,1004,"cold temperate","global"
13.7083339691162,67.3125,31.4541666666667,268,2071,"arid","global"
-10.9041662216187,121.879166666667,65.1708333333334,281,611,"cold temperate","global"
-5.27500009536743,66.3958333333333,66.2791666666667,483,519,"cold temperate","global"
26.25,-62.6541666666667,-1.0958333333333,2423,1330,"tropical","global"
26.0499992370605,124.9875,-22.9541666666666,276,3440,"arid","global"
5.28333330154419,30.6541666666667,55.4375,648,748,"cold temperate","global"
23.9249992370605,-40.3041666666667,-16.2208333333333,804,1461,"tropical","global"
22.4166660308838,23.7875,-23.3125,338,2660,"arid","global"
20.4500007629395,21.7541666666667,-14.7208333333333,919,1961,"warm temperate","global"
19.4375,34.5208333333333,29.9125,52,2457,"arid","global"
21.5791664123535,64.3791666666667,29.9708333333334,88,2728,"arid","global"
-15.5791664123535,-56.5375,75.6375,220,153,"tundra/polar","global"
25.0499992370605,19.0791666666667,-3.40416666666664,1635,1325,"tropical","global"
28.7541675567627,57.4708333333333,22.5041666666667,125,3256,"arid","global"
25.0625,18.2375,-0.162499999999966,1814,1358,"tropical","global"
-15,115.079166666667,72.1041666666667,197,371,"cold temperate","global"
20.6000003814697,-101.1875,26.5041666666667,309,2005,"arid","global"
22.8291664123535,136.770833333333,-24.7291666666666,143,3001,"arid","global"
10.9958333969116,51.8958333333333,31.0791666666667,205,1889,"cold temperate","global"
7.32083320617676,46.7375,49.5375,310,1208,"arid","global"
-26.3166656494141,-37.4291666666667,71.4375,1025,221,"tundra/polar","global"
3.47499990463257,36.5125,58.2208333333334,609,697,"cold temperate","global"
-13.9833335876465,133.254166666667,65.0375,313,486,"cold temperate","global"
6.43333339691162,-106.095833333333,47.7875,312,1403,"arid","global"
-11.0583333969116,-94.4625,63.0208333333334,291,380,"cold temperate","global"
24.6625003814697,-57.4375,-11.9541666666666,2056,1390,"tropical","global"
25.8958339691162,78.6541666666666,26.7708333333334,839,2085,"arid","global"
20.9249992370605,42.6875,8.82083333333337,643,2062,"tropical","global"
19.8166675567627,-81.9791666666667,30.6875,1329,1606,"warm temperate","global"
4.74583339691162,32.2708333333333,56.0708333333334,708,731,"cold temperate","global"
22.7333335876465,147.9875,-21.3708333333333,588,2214,"arid","global"
24.779167175293,21.7125,-3.4708333333333,1802,1278,"tropical","global"
11.9625005722046,103.1625,30.5375,926,1002,"warm temperate","global"
-12.7416667938232,-88.0458333333333,65.8875,275,346,"tundra/polar","global"
5.42083311080933,-70.6791666666667,-36.6125,727,1340,"cold temperate","global"
21.1208324432373,10.2125,30.0041666666667,26,2972,"arid","global"
2.67499995231628,27.2958333333333,63.3375,619,620,"cold temperate","global"
-10.8833332061768,-90.3125,64.0875,252,473,"tundra/polar","global"
-3.02500009536743,-123.829166666667,56.8541666666667,752,728,"tundra/polar","global"
26.4833335876465,25.3125,9.52083333333336,820,2183,"tropical","global"
-8.02499961853027,-104.379166666667,61.3125,349,534,"cold temperate","global"
-9.80416679382324,-96.3208333333333,61.5041666666667,324,409,"cold temperate","global"
27.1458339691162,101.620833333333,14.1541666666667,1394,1752,"tropical","global"
-19.7458343505859,-26.0125,76.9375,591,256,"tundra/polar","global"
-1.67083334922791,-86.6125,52.1041666666667,700,655,"cold temperate","global"
-18.6958332061768,-40.8458333333333,82.0541666666667,188,205,"tundra/polar","global"
1.80416655540466,82.0458333333333,53.2208333333334,396,950,"cold temperate","global"
24.6083335876465,112.8125,-0.712499999999977,3533,1435,"tropical","global"
1.41666662693024,85.6875,46.9208333333334,318,1161,"arid","global"
19.7333335876465,127.0375,-28.7208333333333,195,2789,"arid","global"
25.25,21.0125,4.68750000000003,1611,1663,"tropical","global"
1.23749995231628,18.6625,64.4708333333334,636,571,"cold temperate","global"
2.34999990463257,6.67916666666667,45.1625,1439,900,"cold temperate","global"
24.875,42.6875,11.0708333333334,229,2546,"arid","global"
25.8791656494141,125.170833333333,-22.8291666666666,281,3430,"arid","global"
23.25,23.6375,22.8208333333334,3,3428,"arid","global"
22.658332824707,15.0625,23.1208333333334,26,3290,"arid","global"
-5.16666650772095,93.3541666666667,39.2375,84,1086,"arid","global"
-1.65416669845581,78.6708333333333,36.5375,32,1054,"arid","global"
22.5625,-109.2375,27.7625,709,2216,"arid","global"
-8.55833339691162,-175.420833333333,67.1125,437,415,"tundra/polar","global"
25.3250007629395,23.5458333333333,3.59583333333336,1678,1570,"tropical","global"
25.1625003814697,-77.6625,21.1125,1390,1896,"tropical","global"
19.3166675567627,17.8625,30.4041666666667,90,2134,"arid","global"
7.90833330154419,171.1625,-43.6958333333333,1436,1168,"warm temperate","global"
24.6000003814697,75.3875,27.8125,485,2151,"arid","global"
7.24166679382324,23.8541666666667,49.5958333333334,709,839,"cold temperate","global"
-12.0375003814697,122.454166666667,67.2541666666667,287,578,"cold temperate","global"
-6.69166660308838,79.3041666666667,31.4375,490,948,"tundra/polar","global"
5.79583358764648,75.8708333333333,38.0375,49,1349,"arid","global"
-1.88750004768372,54.8041666666667,65.0458333333334,584,593,"cold temperate","global"
-7.17083311080933,-122.229166666667,66.1708333333334,273,613,"cold temperate","global"
25.966667175293,16.1125,-2.45416666666664,1638,1417,"tropical","global"
13.5874996185303,-71.4625,-35.8625,1079,1297,"warm temperate","global"
-5.63333320617676,-120.3375,64.2291666666667,312,653,"cold temperate","global"
15.6499996185303,21.7875,32.5958333333334,413,1890,"warm temperate","global"
-0.0208333693444729,52.5958333333333,61.7625,606,607,"cold temperate","global"
-14.6374998092651,124.404166666667,70.8041666666667,301,378,"cold temperate","global"
-17.658332824707,-26.0208333333333,81.3791666666667,273,253,"tundra/polar","global"
24.2916660308838,45.8625,14.5208333333334,199,3033,"arid","global"
14.8874998092651,-81.2291666666667,35.5791666666667,1199,1401,"warm temperate","global"
11.5249996185303,93.0125,40.2458333333334,13,2246,"arid","global"
17.6375007629395,28.6875,-2.61249999999997,1602,1294,"tropical","global"
26.8500003814697,-45.1458333333333,-3.18749999999997,1888,1494,"tropical","global"
4.80416679382324,-68.3791666666667,-28.0958333333333,120,1878,"arid","global"
25.6708335876465,76.7125,26.4458333333334,696,2171,"arid","global"
2.19166660308838,61.8208333333333,57.0291666666667,480,814,"cold temperate","global"
-22.1625003814697,-51.0958333333333,75.3541666666667,263,86,"tundra/polar","global"
1.29999995231628,-110.529166666667,42.4041666666667,374,1160,"cold temperate","global"
-13.1458330154419,-96.1625,66.2125,210,354,"tundra/polar","global"
27.8041667938232,-3.34583333333333,23.8708333333334,8,3929,"arid","global"
23.0166664123535,139.970833333333,-26.9625,149,2933,"arid","global"
-4.74583339691162,61.5708333333333,66.1041666666667,539,525,"cold temperate","global"
1.06249988079071,-110.345833333333,46.1375,578,1113,"cold temperate","global"
-7.44583320617676,71.4541666666667,67.3291666666667,376,438,"cold temperate","global"
-16.9541664123535,146.370833333333,64.5125,300,437,"tundra/polar","global"
-27.1208324432373,-41.2375,75.4208333333334,631,148,"tundra/polar","global"
20.283332824707,45.3041666666667,14.1541666666667,310,2532,"arid","global"
-19.6749992370605,-29.3291666666667,80.5458333333334,309,194,"tundra/polar","global"
-2.28333330154419,108.5375,50.8208333333334,331,818,"cold temperate","global"
20.8125,118.379166666667,24.9541666666667,1181,1363,"warm temperate","global"
-5.95416641235352,91.0875,62.5208333333334,587,574,"cold temperate","global"
-8.41250038146973,-136.779166666667,68.1708333333334,280,552,"tundra/polar","global"
-6.99166679382324,-118.4125,65.6125,251,590,"cold temperate","global"
-2.20416665077209,98.7291666666667,31.5875,613,864,"tundra/polar","global"
24.1708335876465,27.2375,18.8958333333334,24,3461,"arid","global"
3.63333344459534,32.6458333333333,59.9041666666667,688,695,"cold temperate","global"
-5.22916650772095,82.3708333333333,63.7541666666667,554,586,"cold temperate","global"
-3.07916665077209,99.1375,32.2125,632,801,"tundra/polar","global"
-6.00833320617676,64.4625,67.7958333333334,637,471,"cold temperate","global"
1.92916679382324,-113.8875,45.6291666666667,365,1056,"cold temperate","global"
10.5458335876465,40.0875,43.6541666666667,1627,1080,"warm temperate","global"
0.28750005364418,127.879166666667,49.6291666666667,525,932,"cold temperate","global"
5.67083311080933,93.0541666666667,29.0625,374,1347,"cold temperate","global"
26.6708335876465,103.8625,-2.71249999999998,2600,1526,"tropical","global"
-5.04166650772095,71.0541666666667,64.6458333333334,495,538,"cold temperate","global"
-13.4041662216187,150.920833333333,69.6708333333334,222,419,"cold temperate","global"
23.3041667938232,-113.929166666667,32.9541666666667,125,2806,"arid","global"
25.1375007629395,-62.5791666666667,-13.3208333333333,1473,1466,"tropical","global"
27.5083332061768,-6.52083333333334,13.3291666666667,636,2601,"arid","global"
25.0083332061768,28.1041666666667,5.1041666666667,1412,1758,"tropical","global"
24.654167175293,22.3041666666667,-3.71249999999998,1687,1294,"tropical","global"
-22.3666667938232,-30.9375,73.4958333333334,868,254,"tundra/polar","global"
23.345832824707,-110.820833333333,29.0875,320,2282,"arid","global"
23.7541675567627,142.229166666667,-24.0541666666666,297,2861,"arid","global"
-4.11250019073486,85.7541666666667,33.8291666666667,92,1249,"arid","global"
-9.27499961853027,-150.979166666667,68.5708333333334,235,468,"cold temperate","global"
13.6333332061768,-66.3708333333333,-26.7958333333333,141,2145,"arid","global"
20.2749996185303,29.2458333333333,-16.8458333333333,810,2021,"warm temperate","global"
17.9541664123535,-60.3541666666667,-32.3958333333333,992,1612,"warm temperate","global"
21.6041660308838,16.9375,-19.3875,495,2418,"arid","global"
27.4458332061768,132.0125,-14.6291666666666,976,2452,"tropical","global"
22.4958343505859,-76.9291666666667,18.0875,1830,1635,"tropical","global"
12.6458330154419,11.8541666666667,44.0958333333334,921,1109,"warm temperate","global"
1.41250002384186,123.670833333333,48.6958333333334,485,1046,"cold temperate","global"
1.94583332538605,95.1208333333333,37.8625,71,1493,"arid","global"
24.5083332061768,92.7791666666666,26.1208333333334,1519,1542,"warm temperate","global"
-18.0500011444092,-39.0375,82.3791666666667,163,198,"tundra/polar","global"
17.279167175293,64.8708333333333,37.4375,194,2116,"arid","global"
27.8541660308838,-8.32083333333333,21.2541666666667,23,3803,"arid","global"
7.32499980926514,40.7875,49.7541666666667,513,1016,"cold temperate","global"
-12.9000005722046,167.379166666667,69.2791666666667,166,393,"tundra/polar","global"
27.9416675567627,39.2125,24.7041666666667,71,3271,"arid","global"
28.0249996185303,-8.91249999999999,14.7291666666667,509,2857,"arid","global"
-11.7083330154419,152.9625,66.5125,247,556,"cold temperate","global"
6.69166660308838,28.1208333333333,50.3208333333334,632,845,"cold temperate","global"
19.9833335876465,19.6041666666667,-12.5791666666666,1130,1764,"tropical","global"
-8.10833358764648,-132.8125,67.8875,235,543,"cold temperate","global"
26.8999996185303,118.7125,-8.76249999999997,1441,1750,"tropical","global"
7.17083358764648,-71.1291666666667,-44.1041666666666,472,1250,"cold temperate","global"
